FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
4107 WILLOW ST APT 621,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 622,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 623,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 624,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 625,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 626,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 627,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 628,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 629,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 630,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 631,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 632,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4107 WILLOW ST APT 633,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00322000000,49-A-322,Central Lawrenceville,15201,-79.964122,40.471846
4108 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00035000000,49-F-35,Central Lawrenceville,15201,-79.960878,40.469602
4108 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00119000000,49-A-119,Central Lawrenceville,15201,-79.962368,40.470732
4108 GARDEN WAY,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049L00287000A00,49-L-287-A,Central Lawrenceville,15201,-79.954978,40.465978
4108 SIEBERT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00208000000,49-L-208,Central Lawrenceville,15201,-79.955405,40.466247
4109 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00115000000,49-L-115,Central Lawrenceville,15201,-79.956287,40.466869
4109 PENN AVE,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049L00288000000,49-L-288,Central Lawrenceville,15224,-79.954885,40.465903
4109 SIEBERT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00195000000,49-L-195,Central Lawrenceville,15201,-79.955548,40.46645
4110 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00035000000,49-F-35,Central Lawrenceville,15201,-79.960837,40.469631
4110 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00294000000,49-F-294,Central Lawrenceville,15201,-79.958814,40.469061
4110 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00121000000,49-A-121,Central Lawrenceville,15201,-79.962333,40.470762
4110 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00142000000,49-L-142,Central Lawrenceville,15201,-79.956088,40.466754
4110 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00095000000,49-A-95,Central Lawrenceville,15201,-79.963662,40.471685
4111 PENN AVE,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049L00289000000,49-L-289,Central Lawrenceville,15224,-79.954808,40.465883
4111 SIEBERT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00195000000,49-L-195,Central Lawrenceville,15201,-79.955509,40.466479
4112 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 1,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 10,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 11,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 15,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 2,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 3,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 5,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 6,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 7,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 BUTLER ST STE 9,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049F00038000000,49-F-38,Central Lawrenceville,15201,-79.96061,40.469815
4112 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00141000000,49-L-141,Central Lawrenceville,15201,-79.956037,40.466774
4113 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00162000000,49-B-162,Central Lawrenceville,15201,-79.961071,40.469894
4113 SIEBERT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00195000000,49-L-195,Central Lawrenceville,15201,-79.955477,40.466505
4114 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00140000000,49-L-140,Central Lawrenceville,15201,-79.955989,40.466846
4115 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.960986,40.469936
4115 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.960974,40.469962
4115 BUTLER ST APT 1,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST APT 2,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST APT 3,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST APT 4,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST APT 5,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 BUTLER ST APT 6,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00163000000,49-B-163,Central Lawrenceville,15201,-79.961001,40.469906
4115 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00062000000,49-A-62,Central Lawrenceville,15201,-79.962492,40.471017
4115 SIEBERT ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00195000000,49-L-195,Central Lawrenceville,15201,-79.955452,40.466527
4116 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00051000000,49-A-51,Central Lawrenceville,15201,-79.962284,40.470867
4116 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00139000000,49-L-139,Central Lawrenceville,15201,-79.955942,40.466873
4116 SMITH WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00091000000,49-A-91,Central Lawrenceville,15201,-79.963343,40.471685
4116 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00092000000,49-A-92,Central Lawrenceville,15201,-79.963537,40.471772
4117 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00061000000,49-A-61,Central Lawrenceville,15201,-79.962449,40.471041
4117 PENN AVE,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049L00290000000,49-L-290,Central Lawrenceville,15224,-79.954688,40.465898
4118 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00052000000,49-A-52,Central Lawrenceville,15201,-79.962189,40.47089
4118 SMITH WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00091000000,49-A-91,Central Lawrenceville,15201,-79.963316,40.471708
4118 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00091000000,49-A-91,Central Lawrenceville,15201,-79.963502,40.471825
4119 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00165000000,49-B-165,Central Lawrenceville,15201,-79.960956,40.470039
4119 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00060000000,49-A-60,Central Lawrenceville,15201,-79.962401,40.47108
412 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049P00222000A00,49-P-222-A,Lower Lawrenceville,15224,-79.95775,40.463932
412 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00122000000,49-L-122,Central Lawrenceville,15201,-79.9564,40.467243
412 44TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00188000000,49-G-188,Central Lawrenceville,15201,-79.955232,40.467924
4120 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00052000A00,49-A-52-A,Central Lawrenceville,15201,-79.96215,40.470909
4120 SMITH WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00089000000,49-A-89,Central Lawrenceville,15201,-79.963277,40.471744
4120 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00089000000,49-A-89,Central Lawrenceville,15201,-79.963438,40.471876
4121 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00166000000,49-B-166,Central Lawrenceville,15201,-79.960915,40.470096
4121 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00297000000,49-F-297,Central Lawrenceville,15201,-79.958917,40.469258
4121 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00059000000,49-A-59,Central Lawrenceville,15201,-79.962365,40.471119
4122 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00246000000,49-B-246,Central Lawrenceville,15201,-79.960568,40.469922
4122 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00053000000,49-A-53,Central Lawrenceville,15201,-79.962057,40.470912
4122 SMITH WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00089000000,49-A-89,Central Lawrenceville,15201,-79.963256,40.471765
4122 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00087000000,49-A-87,Central Lawrenceville,15201,-79.963391,40.471912
4123 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00166000000,49-B-166,Central Lawrenceville,15201,-79.960893,40.470124
4123 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00058000000,49-A-58,Central Lawrenceville,15201,-79.962327,40.471136
4124 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00246000000,49-B-246,Central Lawrenceville,15201,-79.960536,40.469966
4124 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00400000000,49-B-400,Central Lawrenceville,15201,-79.962025,40.471016
4124 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00086000000,49-A-86,Central Lawrenceville,15201,-79.963358,40.471939
4125 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00169000000,49-B-169,Central Lawrenceville,15201,-79.960875,40.470153
4125 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00057000000,49-A-57,Central Lawrenceville,15201,-79.962281,40.471173
4126 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00244000000,49-B-244,Central Lawrenceville,15201,-79.960501,40.470021
4126 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049B00402000000,49-B-402,Central Lawrenceville,15201,-79.961997,40.471063
4126 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00085000000,49-A-85,Central Lawrenceville,15201,-79.963323,40.471965
4127 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00170000000,49-B-170,Central Lawrenceville,15201,-79.960858,40.470183
4127 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00056000000,49-A-56,Central Lawrenceville,15201,-79.962255,40.471233
4128 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00244000000,49-B-244,Central Lawrenceville,15201,-79.960468,40.47008
4128 WILLOW ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00084000000,49-A-84,Central Lawrenceville,15201,-79.96327,40.471979
4129 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00171000000,49-B-171,Central Lawrenceville,15201,-79.960828,40.470225
413 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00179000000,49-G-179,Central Lawrenceville,15201,-79.956075,40.467337
413 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00149000000,80-D-149,Upper Lawrenceville,15201,-79.953125,40.479647
4130 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00244000000,49-B-244,Central Lawrenceville,15201,-79.960441,40.470131
414 40TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049R00131000A00,49-R-131-A,Lower Lawrenceville,15224,-79.957681,40.463788
414 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00121000000,49-L-121,Central Lawrenceville,15201,-79.956354,40.467216
414 44TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00190000000,49-G-190,Central Lawrenceville,15201,-79.955172,40.467883
414 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00004000000,80-H-4,Upper Lawrenceville,15201,-79.953287,40.479378
414 52ND ST APT 1,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00004000000,80-H-4,Upper Lawrenceville,15201,-79.953287,40.479378
414 52ND ST APT 2,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00004000000,80-H-4,Upper Lawrenceville,15201,-79.953287,40.479378
414 52ND ST APT 3,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080H00004000000,80-H-4,Upper Lawrenceville,15201,-79.953287,40.479378
415 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00180000000,49-G-180,Central Lawrenceville,15201,-79.956016,40.467284
415 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00150000000,80-D-150,Upper Lawrenceville,15201,-79.953074,40.479615
416 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00120000000,49-L-120,Central Lawrenceville,15201,-79.956296,40.467178
416 44TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00191000000,49-G-191,Central Lawrenceville,15201,-79.955129,40.467859
417 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00125000000,49-L-125,Central Lawrenceville,15201,-79.955977,40.467233
417 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00151000000,80-D-151,Upper Lawrenceville,15201,-79.953031,40.479585
418 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00119000000,49-L-119,Central Lawrenceville,15201,-79.956254,40.46715
418 44TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00191000A00,49-G-191-A,Central Lawrenceville,15201,-79.955091,40.467836
419 1/2 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00152000000,80-D-152,Upper Lawrenceville,15201,-79.952962,40.47952
419 52ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00152000000,80-D-152,Upper Lawrenceville,15201,-79.953,40.479538
42 43RD ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080N00006000000,80-N-6,Central Lawrenceville,15201,-79.96507,40.473788
420 42ND ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00118000000,49-L-118,Central Lawrenceville,15201,-79.956203,40.46711
420 44TH ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00192000000,49-G-192,Central Lawrenceville,15201,-79.954991,40.467821
4200 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00241000000,49-B-241,Central Lawrenceville,15201,-79.960251,40.470297
4200 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00257000000,49-L-257,Central Lawrenceville,15201,-79.954867,40.466327
4200 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00137000000,49-L-137,Central Lawrenceville,15201,-79.95572,40.46701
4201 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00172000000,49-B-172,Central Lawrenceville,15201,-79.96073,40.470377
4201 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00217000000,49-L-217,Central Lawrenceville,15201,-79.955041,40.46652
4201 FOSTER ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00044000000,49-A-44,Central Lawrenceville,15201,-79.962044,40.471312
4201 FOSTER ST APT 1,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00044000000,49-A-44,Central Lawrenceville,15201,-79.962044,40.471312
4201 FOSTER ST APT 2,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00044000000,49-A-44,Central Lawrenceville,15201,-79.962044,40.471312
4201 PENN AVE,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049L00293000000,49-L-293,Central Lawrenceville,15224,-79.954451,40.466062
4201 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00153000000,49-L-153,Central Lawrenceville,15201,-79.955582,40.466897
4201 SHERROD ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00160000000,49-G-160,Central Lawrenceville,15201,-79.956622,40.467736
4202 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00257000100,49-L-257-1,Central Lawrenceville,15201,-79.954813,40.466329
4202 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00136000000,49-L-136,Central Lawrenceville,15201,-79.955675,40.467041
4203 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00173000000,49-B-173,Central Lawrenceville,15201,-79.960691,40.470435
4203 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00219000000,49-L-219,Central Lawrenceville,15201,-79.954973,40.466531
4203 DUNKELD WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00127000000,49-G-127,Central Lawrenceville,15201,-79.956827,40.467988
4203 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00154000000,49-L-154,Central Lawrenceville,15201,-79.955537,40.466929
4203 SHERROD ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00159000000,49-G-159,Central Lawrenceville,15201,-79.956585,40.467793
4204 BRUCE ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00124000000,49-G-124,Central Lawrenceville,15201,-79.956966,40.468144
4204 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00257000300,49-L-257-3,Central Lawrenceville,15201,-79.954763,40.466338
4204 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00135000000,49-L-135,Central Lawrenceville,15201,-79.955632,40.467074
4205 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00220000000,49-L-220,Central Lawrenceville,15201,-79.954905,40.466543
4205 DUNKELD WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00128000000,49-G-128,Central Lawrenceville,15201,-79.956813,40.468024
4205 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00155000000,49-L-155,Central Lawrenceville,15201,-79.955493,40.466963
4205 SHERROD ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00158000000,49-G-158,Central Lawrenceville,15201,-79.956523,40.46784
4206 BESSEMER ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00077000000,49-G-77,Central Lawrenceville,15201,-79.957707,40.468965
4206 BRUCE ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00123000000,49-G-123,Central Lawrenceville,15201,-79.956931,40.468167
4206 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00257000200,49-L-257-2,Central Lawrenceville,15201,-79.954718,40.466345
4206 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00332000000,49-F-332,Central Lawrenceville,15201,-79.95832,40.469452
4206 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00133000000,49-L-133,Central Lawrenceville,15201,-79.955586,40.467108
4206 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00191000000,49-L-191,Central Lawrenceville,15201,-79.955239,40.466848
4207 BESSEMER ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00349000000,49-F-349,Central Lawrenceville,15201,-79.957929,40.469092
4207 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00173000000,49-B-173,Central Lawrenceville,15201,-79.960651,40.470485
4207 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00221000000,49-L-221,Central Lawrenceville,15201,-79.954838,40.466555
4207 DUNKELD WAY,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00128000A00,49-G-128-A,Central Lawrenceville,15201,-79.95678,40.468046
4207 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00156000000,49-L-156,Central Lawrenceville,15201,-79.955448,40.466996
4207 SHERROD ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00157000000,49-G-157,Central Lawrenceville,15201,-79.956445,40.467875
4208 BRUCE ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049G00122000000,49-G-122,Central Lawrenceville,15201,-79.956894,40.468193
4208 CALVIN ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00255000000,49-L-255,Central Lawrenceville,15201,-79.954673,40.466354
4208 DAVISON ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00331000000,49-F-331,Central Lawrenceville,15201,-79.958278,40.4695
4208 GENEVA ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00134000000,49-L-134,Central Lawrenceville,15201,-79.955538,40.467143
4208 POST ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049L00190000000,49-L-190,Central Lawrenceville,15201,-79.9552,40.466876
4209 BESSEMER ST,R1A-H,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,0049F00350000000,49-F-350,Central Lawrenceville,15201,-79.957905,40.469147
4209 BUTLER ST,LNC,LOCAL NEIGHBORHOOD COMMERCIAL,0049B00175000000,49-B-175,Central Lawrenceville,15201,-79.960665,40.470574
